City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Ust-Kuyga,RU,70.0167,135.6,8.85,93,98,5.73,overcast clouds
349,Geraldton,AU,-28.7667,114.6,59.0,77,0,11.5,clear sky
350,Hirara,JP,24.8,125.2833,73.4,83,40,12.66,scattered clouds
351,Coahuayana,MX,18.7333,-103.6833,86.0,28,1,17.27,clear sky
352,Tessalit,ML,20.1986,1.0114,86.99,7,0,7.34,clear sky
353,San Juan,AR,-31.5375,-68.5364,68.47,39,13,10.45,few clouds
354,Ouango,CF,4.3133,22.5552,68.13,99,98,3.13,overcast clouds
355,Rajmahal,IN,25.05,87.8333,79.81,21,4,2.51,clear sky
356,Poum,NC,-20.2333,164.0167,79.47,76,95,6.15,overcast clouds
357,Takoradi,GH,4.8845,-1.7554,81.72,84,100,8.52,overcast clouds
358,Namtsy,RU,62.7161,129.6658,24.8,80,40,13.42,light snow
359,Komsomolskiy,UZ,40.4272,71.7189,53.6,54,30,6.91,scattered clouds
360,Clovis,US,36.8252,-119.7029,81.0,31,20,5.75,few clouds
361,El Retorno,CO,2.3302,-72.6276,75.9,90,68,2.28,broken clouds
362,Belaya Gora,RU,68.5333,146.4167,12.06,89,89,4.14,overcast clouds
363,Southbridge,US,42.0751,-72.0334,54.0,35,31,1.99,scattered clouds
364,Awbari,LY,26.5921,12.7805,82.22,10,3,6.87,clear sky
365,Port Hedland,AU,-20.3167,118.5667,64.4,48,0,5.75,clear sky
366,Karratha,AU,-20.7377,116.8463,74.17,28,0,12.41,clear sky
367,Herat,AF,34.5,62.0,58.51,15,10,9.55,clear sky
368,Carnot,CF,4.9409,15.8665,67.84,95,100,3.24,overcast clouds
369,Sabya,SA,17.1495,42.6254,86.0,54,0,2.62,clear sky
370,Soponya,HU,47.0149,18.4534,46.99,54,11,5.99,few clouds
371,Kruisfontein,ZA,-34.0033,24.7314,60.01,91,5,1.01,clear sky
372,San Jorge,AR,-31.8962,-61.8598,68.0,94,96,3.62,overcast clouds
373,Selma,US,36.5708,-119.6121,79.0,31,20,5.75,few clouds
374,Cururupu,BR,-1.8283,-44.8683,75.58,93,80,2.68,broken clouds
375,Calabozo,VE,8.9242,-67.4293,93.36,30,48,4.18,scattered clouds
376,Zhangye,CN,38.9342,100.4517,39.6,80,100,4.14,overcast clouds
377,Inirida,CO,3.8653,-67.9239,78.1,89,96,3.02,light rain
378,Soloneshnoye,RU,51.6544,84.3197,26.38,95,85,3.4,overcast clouds
379,Abu Samrah,SY,35.3029,37.1841,65.75,33,79,3.94,broken clouds
380,Barcelona,ES,41.3888,2.159,57.99,67,0,4.61,clear sky
381,Shizunai,JP,42.3339,142.3669,46.18,69,94,4.32,overcast clouds
382,Batemans Bay,AU,-35.7167,150.1833,60.01,48,14,3.69,few clouds
383,Crotone,IT,39.0851,17.1178,50.0,100,90,12.66,fog
384,Lazaro Cardenas,MX,17.9583,-102.2,84.33,49,96,11.23,overcast clouds
385,Hambantota,LK,6.1241,81.1185,78.82,84,54,6.82,broken clouds
386,Berdigestyakh,RU,62.0989,126.6992,21.83,87,100,9.91,overcast clouds
387,Provost,CA,52.3501,-110.2683,39.2,20,84,8.05,broken clouds
388,Linxia,CN,35.6003,103.2064,44.53,89,100,8.5,overcast clouds
389,Shirokiy,RU,49.758,129.523,38.43,37,0,13.67,clear sky
390,Noumea,NC,-22.2763,166.4572,82.0,78,0,1.14,clear sky
391,Ambagarh Chauki,IN,20.7833,80.7167,79.97,23,58,6.44,broken clouds
392,Bayan,CN,46.0833,127.4,43.81,35,100,14.81,overcast clouds
393,Mazamari,PE,-11.3258,-74.5308,75.16,84,56,0.78,broken clouds
394,Kudahuvadhoo,MV,2.6708,72.8944,82.8,67,23,11.81,few clouds
395,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.8,50,20,17.27,few clouds
396,Airai,TL,-8.9266,125.4092,62.78,80,16,2.53,few clouds
397,Ponta Delgada,PT,37.7333,-25.6667,59.0,63,75,12.66,broken clouds
398,Xai-Xai,MZ,-25.0519,33.6442,66.25,89,88,0.65,overcast clouds
399,Torrington,US,41.8007,-73.1212,57.99,18,10,5.99,clear sky
400,Krasnoye,UA,49.9145,24.6134,37.4,87,75,6.71,broken clouds
401,Christchurch,NZ,-43.5333,172.6333,64.0,67,57,6.91,broken clouds
402,Jaisalmer,IN,26.9147,70.9181,77.83,36,0,10.45,clear sky
403,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.24,96,90,0.83,overcast clouds
404,Talagang,PK,32.9297,72.4158,65.3,46,0,2.35,clear sky
405,Qasigiannguit,GL,68.8193,-51.1922,35.6,64,90,5.75,overcast clouds
406,Quartucciu,IT,39.2519,9.1794,55.99,94,20,6.91,few clouds
407,Vardo,NO,70.3705,31.1107,30.2,80,40,10.36,scattered clouds
408,Ketchikan,US,55.3422,-131.6461,57.2,35,1,9.22,clear sky
409,Swan Hill,AU,-35.3378,143.5544,56.61,58,89,5.26,overcast clouds
410,Abu Dhabi,AE,24.4667,54.3667,80.6,61,0,2.3,clear sky
411,Kaa-Khem,RU,51.6833,94.7333,32.97,82,100,1.48,overcast clouds
412,Otane,NZ,-39.8833,176.6333,69.01,54,1,7.0,clear sky
413,Klaksvik,FO,62.2266,-6.589,42.8,100,79,5.75,broken clouds
414,Perbaungan,ID,3.5679,98.956,73.4,100,75,8.05,moderate rain
415,Aksarka,RU,66.5606,67.7975,29.66,95,73,7.14,broken clouds
416,Paamiut,GL,61.994,-49.6678,32.23,76,1,2.55,clear sky
417,Kailua,US,21.4022,-157.7394,84.2,69,75,12.66,light rain
418,Mogadishu,SO,2.0371,45.3438,82.49,74,79,10.54,broken clouds
419,Iracoubo,GF,5.4802,-53.2011,77.38,88,100,12.21,moderate rain
420,Binga,ZW,-17.6203,27.3414,67.35,68,0,1.05,clear sky
421,Bay Roberts,CA,47.5999,-53.2648,39.99,70,100,1.99,overcast clouds
422,Awjilah,LY,29.1081,21.2869,77.18,14,1,13.87,clear sky
423,Yelniki,RU,54.6207,43.876,44.31,83,25,6.62,scattered clouds
424,Dongobesh,TZ,-4.0667,35.3833,55.83,95,29,6.58,scattered clouds
425,Ryotsu,JP,38.0833,138.4333,51.8,82,0,3.44,clear sky
426,Flinders,AU,-34.5833,150.8552,62.01,77,92,1.99,overcast clouds
427,Shimoda,JP,34.6667,138.95,63.0,45,100,3.0,overcast clouds
428,Gien,FR,47.6933,2.6309,48.99,55,0,8.01,clear sky
429,Gisborne,NZ,-38.6533,178.0042,68.0,63,25,4.0,scattered clouds
430,Kloulklubed,PW,7.0419,134.2556,84.2,79,75,8.05,broken clouds
431,Junin,AR,-34.5838,-60.9433,60.01,72,100,3.78,moderate rain
432,Laguna,US,38.421,-121.4238,78.01,35,75,11.5,broken clouds
433,Cabedelo,BR,-6.9811,-34.8339,80.6,83,40,6.91,scattered clouds
434,Barcelos,PT,41.5388,-8.6151,59.0,94,75,9.22,broken clouds
435,Ayan,RU,56.45,138.1667,29.66,70,95,5.46,overcast clouds
436,Mandalgovi,MN,45.7625,106.2708,40.77,47,100,29.1,overcast clouds
437,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,13.8,moderate rain
438,Paita,PE,-5.0892,-81.1144,72.45,72,4,15.35,clear sky
439,Vung Tau,VN,10.346,107.0843,79.61,81,79,5.7,broken clouds
440,Sola,VU,-13.8833,167.55,83.75,68,85,16.62,overcast clouds
441,Tupik,RU,54.4253,119.9327,30.92,57,4,4.36,clear sky
442,Sidney,AU,-33.8679,151.2073,60.01,58,0,8.05,clear sky
443,Muli,MV,2.9167,73.5667,82.99,68,35,12.03,scattered clouds
444,Dingli,MT,35.8614,14.3822,59.0,88,75,13.8,broken clouds
445,Moose Factory,CA,51.2585,-80.6094,44.6,57,1,12.66,clear sky
446,Ust-Uda,RU,54.1742,103.0304,31.48,69,100,3.91,overcast clouds
447,Emerald,AU,-23.5333,148.1667,66.99,42,8,12.66,clear sky
448,Luwuk,ID,-0.9516,122.7875,79.56,77,100,2.35,overcast clouds
449,Nanakuli,US,21.3906,-158.1547,84.2,48,75,5.75,broken clouds
450,Narsaq,GL,60.9167,-46.05,44.6,53,1,6.91,clear sky
451,Zhigansk,RU,66.7697,123.3711,14.4,85,64,3.83,broken clouds
452,Tottori,JP,35.5,134.2333,53.6,94,0,2.3,clear sky
453,Mardin,TR,37.3131,40.7436,57.18,34,29,5.03,scattered clouds
454,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,64,20,8.05,few clouds
455,Sangin,AF,32.0728,64.8359,68.77,9,0,0.78,clear sky
456,Show Low,US,34.2542,-110.0298,64.4,16,75,19.57,broken clouds
457,Kabinda,CD,-6.1333,24.4833,68.09,87,34,1.77,scattered clouds
458,Flin Flon,CA,54.7682,-101.865,30.2,37,40,13.8,scattered clouds
459,Huarmey,PE,-10.0681,-78.1522,69.24,82,8,9.37,clear sky
460,Berlevag,NO,70.8578,29.0864,33.03,84,81,13.8,light snow
461,Pavlovka,RU,52.6897,47.1405,45.25,85,100,2.91,overcast clouds
462,Poso,ID,-1.3959,120.7524,80.01,77,100,4.38,overcast clouds
463,Mama,RU,58.3106,112.8986,33.62,93,100,3.78,overcast clouds
464,Tokur,RU,53.1333,132.9,26.58,65,15,9.69,few clouds
465,Ruzhyn,UA,49.7228,29.2046,36.79,78,41,9.33,scattered clouds
466,Acapulco,MX,16.8634,-99.8901,86.0,58,90,10.36,overcast clouds
467,Kargasok,RU,59.0556,80.8572,25.93,93,13,3.89,few clouds
468,San Patricio,US,28.017,-97.5169,86.0,70,1,25.32,clear sky
469,Oinoi,GR,38.3235,23.6101,59.0,64,100,1.01,overcast clouds
470,Komatipoort,ZA,-25.4332,31.9548,59.0,95,78,1.61,broken clouds
471,Kangaatsiaq,GL,68.3065,-53.4641,30.92,80,100,5.48,overcast clouds
472,Naryan-Mar,RU,67.6713,53.087,30.79,91,54,6.31,broken clouds
473,Ust-Nera,RU,64.5667,143.2,12.15,91,100,3.87,overcast clouds
474,Jackson,US,42.4165,-122.8345,73.0,16,1,4.61,clear sky
475,Zhangjiakou,CN,40.81,114.8794,52.83,76,1,3.67,clear sky
476,Great Yarmouth,GB,52.6083,1.7305,44.01,65,78,1.14,broken clouds
477,Qaqortoq,GL,60.7167,-46.0333,44.6,53,3,6.91,clear sky
478,Khor,RU,47.8861,134.9464,45.48,31,100,12.17,overcast clouds
479,Taiobeiras,BR,-15.8078,-42.2331,72.32,57,64,2.91,broken clouds
480,Ust-Maya,RU,60.4167,134.5333,27.16,82,99,8.32,overcast clouds
481,Tayginka,RU,55.6244,60.5076,44.28,90,100,9.93,overcast clouds
482,Trapani,IT,37.8333,12.6667,62.01,100,40,11.5,scattered clouds
483,Acajutla,SV,13.5928,-89.8275,95.0,31,20,3.44,few clouds
484,Ko Samui,TH,9.5357,99.9357,83.88,74,100,13.89,overcast clouds
485,Sisimiut,GL,66.9395,-53.6735,33.75,71,100,1.12,overcast clouds
486,Qandala,SO,11.472,49.8728,84.04,70,1,6.69,clear sky
487,Camaqua,BR,-30.8511,-51.8122,67.26,84,5,9.15,clear sky
488,Rosiori,RO,44.8,27.3833,48.99,77,100,1.99,overcast clouds
489,Buchloe,DE,48.0333,10.7333,37.99,69,3,1.14,clear sky
490,Evensk,RU,61.95,159.2333,31.75,99,100,9.04,snow
491,Nouadhibou,MR,20.931,-17.0347,64.4,82,0,16.11,clear sky
492,Freital,DE,51.0017,13.6488,42.8,65,0,4.61,clear sky
493,Moron,AR,-34.6534,-58.6198,77.0,53,90,19.57,moderate rain
494,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.94,94,62,1.9,broken clouds
495,Plouzane,FR,48.3833,-4.6167,60.8,44,0,11.5,clear sky
496,Albion,US,42.2431,-84.753,59.0,26,40,9.22,scattered clouds
497,Viedma,AR,-40.8135,-62.9967,61.54,58,36,7.18,scattered clouds
498,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.4,59,8,3.49,clear sky
499,Williams Lake,CA,52.1415,-122.1445,57.0,23,75,10.36,broken clouds
500,Goderich,CA,43.7501,-81.7165,59.0,33,44,9.22,scattered clouds
501,Inhambane,MZ,-23.865,35.3833,67.51,88,77,3.11,broken clouds
502,Richards Bay,ZA,-28.783,32.0377,62.65,84,51,9.17,broken clouds
503,Novoagansk,RU,61.9449,76.6625,31.57,90,11,9.42,few clouds
504,Kaupanger,NO,61.1845,7.2404,33.01,75,77,1.01,broken clouds
505,Finschhafen,PG,-6.6024,147.8681,79.21,84,99,6.24,overcast clouds
506,Mitsamiouli,KM,-11.3847,43.2844,80.85,78,87,12.57,light rain
507,Grindavik,IS,63.8424,-22.4338,44.6,93,75,11.5,broken clouds
508,Matagami,CA,49.7502,-77.6328,62.6,23,1,18.41,clear sky
509,Saint-Louis,SN,16.3333,-15.0,86.0,32,0,4.61,clear sky
510,Drochia,MD,48.035,27.8161,40.15,82,93,8.75,overcast clouds
511,Andra,RU,62.5147,65.8878,35.24,99,99,3.49,overcast clouds
512,Penarroya-Pueblonuevo,ES,38.3,-5.2667,59.0,72,0,3.44,clear sky
513,Urumqi,CN,43.801,87.6005,33.8,69,75,11.18,broken clouds
514,Ascension,US,30.2169,-90.9001,75.2,60,90,10.36,light rain
515,Manaure,CO,11.7751,-72.4445,84.69,64,11,22.19,few clouds
516,Alice,US,27.7523,-98.0697,93.2,58,1,20.71,clear sky
517,Hubli,IN,15.35,75.1667,75.24,64,15,5.57,few clouds
518,Kansanshi,ZM,-12.0951,26.4273,65.3,71,100,3.47,overcast clouds
519,Morondava,MG,-20.2833,44.2833,75.02,79,0,5.79,clear sky
520,Honiara,SB,-9.4333,159.95,83.7,75,67,2.73,broken clouds
521,Tromso,NO,69.6496,18.957,30.2,93,75,4.61,light snow
522,Biak,ID,-0.9131,122.8766,78.17,77,100,2.73,overcast clouds
523,Shingu,JP,33.7333,135.9833,60.8,72,75,4.61,broken clouds
524,Sungaipenuh,ID,-2.0833,101.3833,62.11,95,83,1.77,broken clouds
525,Kahului,US,20.8947,-156.47,82.4,47,20,24.16,few clouds
526,Hay River,CA,60.8156,-115.7999,21.2,53,100,11.5,overcast clouds
527,Etchojoa,MX,26.9167,-109.6333,89.01,32,0,14.5,clear sky
528,Surskoye,RU,54.4821,46.7214,48.29,77,100,3.38,overcast clouds
529,Usinsk,RU,65.9939,57.5281,32.11,91,26,5.95,scattered clouds
530,Vilyuysk,RU,63.7553,121.6247,19.38,91,75,3.56,broken clouds
531,Touros,BR,-5.1989,-35.4608,80.6,83,40,5.75,scattered clouds
532,Manzhouli,CN,49.6,117.4333,38.84,20,100,5.5,overcast clouds
533,Sabha,LY,27.0377,14.4283,83.07,13,47,5.5,scattered clouds
534,Zyryanka,RU,65.75,150.85,12.69,91,100,22.77,light snow
535,Yeppoon,AU,-23.1333,150.7333,69.8,64,100,8.05,overcast clouds
536,Batagay,RU,67.6333,134.6333,10.51,91,83,1.9,broken clouds
537,Halifax,CA,44.6453,-63.5724,46.99,53,91,8.05,overcast clouds
538,Coquimbo,CL,-29.9533,-71.3436,62.6,67,40,9.22,scattered clouds
539,Timaru,NZ,-44.4,171.25,60.01,88,52,3.06,broken clouds
540,Seminole,US,28.7086,-81.2081,75.99,53,1,16.11,clear sky
541,Auki,SB,-8.7676,160.7034,80.6,80,45,3.04,scattered clouds
542,Murmashi,RU,68.8154,32.8115,30.2,93,75,8.95,snow
543,Bafoulabe,ML,13.8065,-10.8321,96.76,11,37,3.89,scattered clouds
544,Marsh Harbour,BS,26.5412,-77.0636,73.56,70,63,13.6,broken clouds
545,Isla Vista,US,34.4133,-119.861,63.0,59,40,8.05,scattered clouds
546,Sault Sainte Marie,CA,46.5168,-84.3333,60.8,29,90,10.36,overcast clouds
547,Mehamn,NO,71.0357,27.8492,32.72,70,68,13.91,light snow
548,Vysokogornyy,RU,50.1167,139.15,33.33,92,100,3.85,light snow
549,Puerto Quijarro,BO,-17.7833,-57.7667,82.8,42,52,2.44,broken clouds
550,Back Mountain,US,41.3359,-75.9963,62.6,23,1,9.22,clear sky
551,Nome,US,64.5011,-165.4064,41.0,60,1,6.91,clear sky
552,Saint-Augustin,CA,51.226,-58.6502,32.22,96,100,14.7,snow
553,Gornopravdinsk,RU,60.05,69.9,40.87,88,100,6.85,light rain
554,Aktash,RU,50.3,87.7333,9.57,84,100,3.96,overcast clouds
555,Roblin,CA,51.23,-101.3565,35.17,30,96,12.62,overcast clouds
556,Vandra,EE,58.6481,25.0361,32.0,99,98,1.99,overcast clouds
557,Novoorsk,RU,51.381,58.9813,48.2,53,75,8.95,broken clouds
558,San Rafael,AR,-34.6177,-68.3301,63.19,57,0,5.41,clear sky
559,Princeton,US,25.5384,-80.4089,79.0,78,75,12.66,broken clouds
560,Mana,GF,5.6592,-53.7767,77.77,87,100,11.32,heavy intensity rain
561,Katsuura,JP,35.1333,140.3,57.2,58,20,4.61,few clouds
562,Asyut,EG,27.181,31.1837,69.8,43,0,13.8,clear sky
563,Gat,IL,31.61,34.7642,66.99,100,79,1.99,broken clouds
564,Itarema,BR,-2.9248,-39.9167,79.65,80,51,11.52,broken clouds
565,Amazar,RU,53.858,120.875,34.32,44,1,3.04,clear sky
566,Jalu,LY,29.0331,21.5482,76.39,14,0,13.58,clear sky
567,Khromtau,KZ,50.2503,58.4347,45.95,50,100,19.26,overcast clouds
568,Le Vauclin,MQ,14.5452,-60.8388,80.6,74,40,10.36,scattered clouds
569,Weligama,LK,5.9667,80.4167,78.24,86,66,6.06,broken clouds
570,Chapais,CA,49.7834,-74.8492,50.0,32,1,19.57,clear sky
571,Olafsvik,IS,64.8945,-23.7142,43.66,91,100,12.44,overcast clouds
572,Natal,BR,-5.795,-35.2094,80.6,89,20,6.91,few clouds
573,Baykit,RU,61.67,96.37,29.79,90,83,1.86,broken clouds
574,Oistins,BB,13.0667,-59.5333,80.6,61,40,16.11,scattered clouds
575,Mutoko,ZW,-17.397,32.2268,57.81,84,46,2.37,scattered clouds
576,Atasu,KZ,48.6814,71.6433,33.21,37,41,8.86,scattered clouds
577,Shahr-E Babak,IR,30.1165,55.1186,65.79,30,86,4.36,overcast clouds
578,Gannan,CN,47.9147,123.5031,43.39,22,98,9.89,overcast clouds
579,Dauriya,RU,49.9333,116.8667,37.98,18,100,4.34,overcast clouds
580,Tecoanapa,MX,16.5167,-98.75,84.88,59,100,9.84,overcast clouds
581,Athens,GR,37.9795,23.7162,64.0,59,20,3.44,few clouds
582,Tateyama,JP,34.9833,139.8667,60.01,58,20,4.61,few clouds
583,Quelimane,MZ,-17.8786,36.8883,73.4,83,0,2.3,clear sky
584,Amuntai,ID,-2.4177,115.2494,72.9,96,59,0.63,broken clouds
585,Reitz,ZA,-27.8014,28.4273,47.52,74,60,5.53,broken clouds
586,Purranque,CL,-40.9167,-73.1667,57.2,87,75,2.3,broken clouds
587,Yazoo City,US,32.8551,-90.4056,66.2,63,90,10.36,overcast clouds
588,Esna,EG,25.2934,32.554,80.6,22,0,3.44,clear sky
589,Kynsperk Nad Ohri,CZ,50.1189,12.5303,33.01,92,12,1.99,few clouds
590,Arica,CL,-18.475,-70.3042,69.8,64,0,9.22,clear sky
591,Payo,ID,-3.7508,103.6372,69.4,96,38,1.97,scattered clouds
592,Puri,IN,19.8,85.85,78.8,94,40,8.79,haze
593,North Bend,US,43.4065,-124.2243,54.0,62,1,6.91,clear sky
594,Banda Aceh,ID,5.5577,95.3222,80.31,75,100,12.44,overcast clouds
595,Veinticinco De Mayo,AR,-35.4323,-60.1727,59.0,99,100,1.99,light rain
596,Marabba,SD,12.35,32.1833,92.12,25,18,6.6,few clouds
597,Port Maria,JM,18.3685,-76.8895,82.0,81,18,5.99,few clouds
598,Moen,NO,69.1304,18.6123,28.4,86,40,1.14,light snow
599,Bombay,IN,19.0144,72.8479,82.4,74,100,6.24,smoke
600,Saint-Francois,FR,46.4154,3.9054,45.0,61,0,4.43,clear sky
601,Basco,PH,20.4487,121.9702,76.66,79,16,10.18,few clouds
602,Sterling,US,39.0062,-77.4286,62.6,25,90,13.8,overcast clouds
603,Batsfjord,NO,70.6345,29.7185,30.2,80,40,10.36,light snow
604,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,63,75,12.66,broken clouds
605,Rabo De Peixe,PT,37.8,-25.5833,59.0,63,75,12.66,broken clouds
606,Coruripe,BR,-10.1256,-36.1756,78.42,81,36,7.99,scattered clouds
607,Korla,CN,41.7597,86.1469,43.27,60,37,8.23,scattered clouds
608,Curaca,BR,-8.9903,-39.9094,82.33,61,98,14.38,overcast clouds
609,Vostok,RU,46.4856,135.8833,37.08,96,100,3.87,overcast clouds
610,Lenoir City,US,35.7973,-84.256,53.01,57,100,2.64,overcast clouds
611,Opuwo,NA,-18.0607,13.84,69.44,40,66,1.48,broken clouds
612,Urucara,BR,-2.5364,-57.76,75.06,96,100,2.17,light rain
613,Hawalli,KW,29.2833,47.9972,89.01,29,99,3.44,overcast clouds
614,Skegness,GB,53.1436,0.3363,45.0,70,0,4.61,clear sky
615,Jining,CN,35.405,116.5814,54.52,81,100,11.43,overcast clouds
616,Mmabatho,ZA,-25.85,25.6333,59.0,47,4,2.3,clear sky
617,Nantucket,US,41.2835,-70.0995,48.2,66,1,27.63,clear sky
618,Chicama,PE,-7.8447,-79.1469,66.2,88,20,8.05,few clouds
619,Kayerkan,RU,69.3497,87.7602,29.86,94,100,23.11,snow
620,Nenjiang,CN,49.1833,125.2167,39.61,30,89,8.48,overcast clouds
621,Gourcy,BF,13.2167,-2.35,93.81,22,99,6.85,overcast clouds
622,Hualmay,PE,-11.0964,-77.6139,67.66,86,28,9.06,scattered clouds
623,Emba,KZ,48.8264,58.1442,53.64,41,100,17.58,overcast clouds
624,Mount Gambier,AU,-37.8333,140.7667,51.8,93,75,8.05,light rain
625,Kamyshlov,RU,56.8428,62.7111,47.17,77,100,9.17,overcast clouds
626,Porto Santo,PT,33.072,-16.3415,62.6,77,40,11.5,scattered clouds
627,Lindi,TZ,-10.0,39.7167,72.32,96,62,8.05,broken clouds
628,Dalbandin,PK,28.8947,64.4101,74.79,8,0,2.39,clear sky
629,Zaysan,KZ,47.4667,84.8667,28.4,68,89,9.06,overcast clouds
630,Sikonge,TZ,-5.6333,32.7667,62.74,88,14,4.23,few clouds
631,General Roca,AR,-39.0333,-67.5833,64.4,59,0,6.87,clear sky
632,Padang,ID,-0.9492,100.3543,75.2,88,20,2.3,mist
633,Saint-Georges,GD,12.0564,-61.7485,82.4,74,20,18.41,few clouds
634,Moussoro,TD,13.6408,16.4901,88.99,12,63,10.16,broken clouds
635,Douglas,US,41.3,-96.167,64.4,42,1,5.86,clear sky
636,Zhanakorgan,KZ,43.9098,67.2495,51.89,29,100,6.22,overcast clouds
637,Yalta,UA,44.5,34.1667,52.0,67,79,8.12,broken clouds
638,Saqqez,IR,36.2499,46.2735,51.98,29,100,2.59,overcast clouds
639,Meshchovsk,RU,54.3244,35.2808,40.68,81,100,1.79,light rain
640,Tura,IN,25.5198,90.2201,71.8,36,53,4.88,broken clouds
641,Cockburn Town,TC,21.4612,-71.1419,80.6,69,40,9.22,scattered clouds
642,Toropets,RU,56.4978,31.6353,32.95,93,85,4.25,overcast clouds
643,Bowen,AU,-20.0167,148.2333,68.0,94,90,8.05,overcast clouds
644,Stawell,AU,-37.05,142.7667,54.46,65,100,5.44,light rain
645,Palmer,US,42.1584,-72.3287,59.0,21,20,18.41,few clouds
646,Kirovsk,UA,48.6375,38.6428,49.26,76,100,11.12,light rain
647,Comarapa,BO,-17.9,-64.4833,58.62,86,65,3.51,broken clouds
648,Paka,MY,4.6374,103.4368,75.2,94,99,3.02,overcast clouds
649,Castlerea,IE,53.7667,-8.5,42.73,87,100,7.7,overcast clouds
650,Shubarkuduk,KZ,49.1447,56.4872,50.7,55,100,13.22,overcast clouds
651,Yar-Sale,RU,66.8333,70.8333,33.82,99,100,9.66,overcast clouds
652,Muroto,JP,33.2833,134.15,62.6,77,75,2.3,broken clouds
653,Xian,CN,34.2583,108.9286,55.99,94,90,13.42,light rain
654,Santander,ES,43.4647,-3.8044,64.4,55,78,2.3,broken clouds
655,Tulu Bolo,ET,8.6667,38.2167,59.68,79,100,3.36,light rain
656,Eidsvag,NO,62.7767,8.0668,35.6,69,40,5.75,light snow
657,Poway,US,32.9628,-117.0359,64.0,67,90,8.05,overcast clouds
658,Nova Granada,BR,-20.5339,-49.3142,75.2,38,0,4.61,clear sky
659,Lata,PT,40.1629,-8.3327,60.01,91,98,1.01,overcast clouds
660,Tabory,RU,58.5198,64.5495,45.61,83,100,5.53,overcast clouds
661,Praia Da Vitoria,PT,38.7333,-27.0667,57.99,77,40,34.63,scattered clouds
662,High Prairie,CA,55.4334,-116.4858,38.57,33,90,8.32,overcast clouds
663,Gwanda,ZW,-20.9333,29.0,59.63,46,0,4.14,clear sky
664,Taperoa,BR,-7.2075,-36.8267,75.09,81,48,13.11,scattered clouds
665,Taltal,CL,-25.4,-70.4833,63.05,78,9,5.06,clear sky
666,Nishihara,JP,26.1842,127.7558,68.0,94,90,14.97,mist
667,Gucheng,CN,35.9115,111.3192,57.88,60,100,15.17,light rain
668,Nhamunda,BR,-2.1861,-56.7131,76.55,89,85,0.13,heavy intensity rain
669,Olinda,BR,-8.0089,-34.8553,80.6,69,40,8.05,scattered clouds
670,Simplicio Mendes,BR,-7.8539,-41.9103,79.47,68,97,4.16,overcast clouds
671,Zhezkazgan,KZ,47.8043,67.7144,37.81,32,97,16.15,overcast clouds
672,Ypsonas,CY,34.6884,32.9574,62.6,72,0,3.44,clear sky
673,Pak Phanang,TH,8.3511,100.202,78.42,86,100,7.0,overcast clouds
674,Guerrero Negro,MX,27.9769,-114.0611,64.04,62,10,22.1,clear sky
675,Kalabo,ZM,-14.97,22.6814,68.47,49,34,3.71,scattered clouds
676,Eureka,US,40.8021,-124.1637,55.99,72,100,4.0,overcast clouds
677,Pochutla,MX,15.7432,-96.4661,86.0,66,75,6.91,broken clouds
678,Cohoes,US,42.7742,-73.7001,57.2,33,20,21.85,few clouds
679,Turangi,NZ,-39.0,175.9333,66.99,63,78,1.99,broken clouds
680,Anadyr,RU,64.75,177.4833,17.6,86,20,8.95,few clouds
681,Santa Cruz,BO,-17.8,-63.1667,71.6,82,75,9.91,moderate rain
682,Rantepao,ID,-2.9701,119.8978,67.91,96,95,1.5,overcast clouds
683,Miroslava,RO,47.15,27.5167,45.0,81,0,5.75,clear sky
684,Alice Springs,AU,-23.7,133.8833,53.6,66,0,10.76,clear sky
685,Charters Towers,AU,-20.1,146.2667,64.94,87,100,9.4,overcast clouds
686,Aksha,RU,50.2814,113.2867,34.56,28,99,0.31,overcast clouds
687,Saltpond,GH,5.2091,-1.0606,82.36,84,91,9.64,overcast clouds
688,Kirundo,BI,-2.5833,30.1667,68.0,83,75,3.44,light rain
689,Nagato,JP,34.3833,131.2,62.6,77,0,10.36,clear sky
690,Sirohi,IN,24.8833,72.8667,78.03,41,8,2.66,clear sky
691,Ures,MX,29.4333,-110.4,84.99,19,0,4.0,clear sky
692,Svobodnyy,RU,51.4,128.1333,38.62,31,2,15.41,clear sky
693,Puerto Ayacucho,VE,5.6639,-67.6236,85.82,62,39,4.59,scattered clouds
