City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Upernavik,GL,2021-04-15 14:47:14,72.7868,-56.1549,-6.25,91,98,3.09
68,Fortuna,US,2021-04-15 14:47:14,40.5982,-124.1573,39.2,87,1,10.36
69,Baruun-Urt,MN,2021-04-15 14:47:15,46.6806,113.2792,27.05,66,100,9.69
70,Chuy,UY,2021-04-15 14:47:16,-33.6971,-53.4616,69.01,83,100,5.7
71,Olafsvik,IS,2021-04-15 14:47:16,64.8945,-23.7142,44.22,93,100,29.17
72,East London,ZA,2021-04-15 14:47:17,-33.0153,27.9116,71.6,73,20,23.02
73,Cape Town,ZA,2021-04-15 14:46:02,-33.9258,18.4232,75.2,53,20,18.41
74,Doha,QA,2021-04-15 14:47:17,25.2867,51.5333,86.0,23,0,11.5
75,Kodiak,US,2021-04-15 14:47:18,57.79,-152.4072,37.4,87,90,9.22
76,Iwanai,JP,2021-04-15 14:47:18,42.9744,140.5089,35.65,79,13,5.79
77,Saldanha,ZA,2021-04-15 14:47:19,-33.0117,17.9442,91.4,29,79,17.27
78,Richards Bay,ZA,2021-04-15 14:47:19,-28.783,32.0377,76.01,78,4,6.22
79,Puerto Ayora,EC,2021-04-15 14:47:19,-0.7393,-90.3518,78.8,89,40,3.44
80,Kasongo-Lunda,CD,2021-04-15 14:47:20,-6.4667,16.8167,83.73,68,99,1.07
81,Itarema,BR,2021-04-15 14:47:20,-2.9248,-39.9167,86.05,64,100,13.02
82,Cuenca,EC,2021-04-15 14:47:21,-2.8833,-78.9833,59.0,88,75,4.32
83,Nyurba,RU,2021-04-15 14:47:21,63.2842,118.3319,11.93,95,68,4.41
84,Mnogovershinnyy,RU,2021-04-15 14:47:22,53.9353,139.9242,13.14,90,39,5.66
85,Zabol,AF,2021-04-15 14:47:22,32.25,67.25,59.25,43,100,13.02
86,Thompson,CA,2021-04-15 14:47:23,55.7435,-97.8558,26.6,54,75,3.18
87,Grindavik,IS,2021-04-15 14:47:23,63.8424,-22.4338,46.4,100,90,36.82
88,Gat,IL,2021-04-15 14:47:24,31.61,34.7642,75.99,46,15,1.01
89,Ribeira Grande,PT,2021-04-15 14:47:24,38.5167,-28.7,64.4,88,40,9.22
90,Hasaki,JP,2021-04-15 14:47:25,35.7333,140.8333,44.6,81,75,4.61
91,Bethel,US,2021-04-15 14:47:25,41.3712,-73.414,48.99,95,100,1.99
92,Atuona,PF,2021-04-15 14:47:26,-9.8,-139.0333,80.17,70,51,20.24
93,Elko,US,2021-04-15 14:47:27,41.0002,-115.5012,35.01,95,98,1.34
94,Sarretudvari,HU,2021-04-15 14:47:27,47.2333,21.2,45.0,81,75,4.61
95,Butaritari,KI,2021-04-15 14:47:28,3.0707,172.7902,81.48,77,100,9.31
